ALL;Material;Material Description;Batch;Plnt;BUn;Type ;Statut ;Unrestricted;In Quality Insp.;Blocked;Value Unrestricted;Value in QualInsp.;Value BlockedStock;Quantité Disponible ;Valeur Disponible ;Quantité Bloquée ;Valeur Bloquée
661A;332012977;MS AE28BF GT 1950*11MM TG;2619088023;66;M;RM;vivant;120,700;0,000;0,000;0,00;0,00;0,00;120,70;0,00;0,00;0,00
661E;332012977;MS AE28BF GT 1950*11MM TG;2538077031;66;M;RM;vivant;26,600;0,000;0,000;78,36;0,00;0,00;26,60;78,36;0,00;0,00
661E;332012977;MS AE28BF GT 1950*11MM TG;2618083004;66;M;RM;vivant;118,000;0,000;0,000;347,63;0,00;0,00;118,00;347,63;0,00;0,00
661E;332012977;MS AE28BF GT 1950*11MM TG;2618083025;66;M;RM;vivant;116,000;0,000;0,000;341,74;0,00;0,00;116,00;341,74;0,00;0,00
661E;332012977;MS AE28BF GT 1950*11MM TG;2620083002;66;M;RM;vivant;104,000;0,000;0,000;306,38;0,00;0,00;104,00;306,38;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2610076026;66;M;RM;vivant;55,000;0,000;0,000;0,00;0,00;0,00;55,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2610078028;66;M;RM;vivant;112,000;0,000;0,000;0,00;0,00;0,00;112,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2611073004;66;M;RM;vivant;118,000;0,000;0,000;0,00;0,00;0,00;118,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2611073005;66;M;RM;vivant;118,000;0,000;0,000;0,00;0,00;0,00;118,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2611073006;66;M;RM;vivant;118,000;0,000;0,000;0,00;0,00;0,00;118,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2611073007;66;M;RM;vivant;118,000;0,000;0,000;0,00;0,00;0,00;118,00;0,00;0,00;0,00
662A;332012977;MS AE28BF GT 1950*11MM TG;2611073008;66;M;RM;vivant;118,000;0,000;0,000;0,00;0,00;0,00;118,00;0,00;0,00;0,00
661A;332012996;WT-TU NATA IONAT CHINENOIR BIS RECY P226;229867335B;66;M;WIP;vivant;463,000;0,000;0,000;1 140,64;0,00;0,00;463,00;1 140,64;0,00;0,00
661A;332013042;WT-TUN STRITON FLEX  JAC AD;232482691H;66;M;WIP;vivant;414,000;0,000;0,000;1 288,90;0,00;0,00;414,00;1 288,90;0,00;0,00
661A;332013042;WT-TUN STRITON FLEX  JAC AD;232938491H;66;M;WIP;vivant;250,000;0,000;0,000;778,32;0,00;0,00;250,00;778,32;0,00;0,00
661A;332013047;WT-TUN STRITON FLEX  JAC ARG;232952491H;66;M;WIP;vivant;650,000;0,000;0,000;2 018,13;0,00;0,00;650,00;2 018,13;0,00;0,00
661A;332013061;WT-TUN STRITON FLEX  JAC ARD;229501891H;66;M;WIP;vivant;318,000;0,000;0,000;987,33;0,00;0,00;318,00;987,33;0,00;0,00
661C;332013080;YAR-PES FTF 2X167/48 ECRU RECYCLE FIFTY;C36328;66;KG;RM;vivant;150,000;0,000;0,000;349,50;0,00;0,00;150,00;349,50;0,00;0,00
662A;332013080;YAR-PES FTF 2X167/48 ECRU RECYCLE FIFTY;C36328;66;KG;RM;vivant;1 860,000;0,000;0,000;4 333,80;0,00;0,00;1 860,00;4 333,80;0,00;0,00
661A;332013127;WT-TUN STRITON UNI  P220;230300993D;66;M;WIP;vivant;757,000;0,000;0,000;2 759,85;0,00;0,00;757,00;2 759,85;0,00;0,00
661A;332013141;LAM MODENE G902 NIXON HYC 1900MM 2MM;2399805;66;M;FG;vivant;435,740;0,000;0,000;2 044,16;0,00;0,00;435,74;2 044,16;0,00;0,00
661A;332013141;LAM MODENE G902 NIXON HYC 1900MM 2MM;2399806;66;M;FG;vivant;206,650;0,000;0,000;969,45;0,00;0,00;206,65;969,45;0,00;0,00
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2304038;66;M;FG;vivant;0,000;0,000;953,550;0,00;0,00;2 990,27;0,00;0,00;953,55;2 990,27
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2341985;66;M;FG;vivant;0,000;0,000;893,440;0,00;0,00;2 801,77;0,00;0,00;893,44;2 801,77
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2348907;66;M;FG;vivant;0,000;0,000;990,200;0,00;0,00;3 105,21;0,00;0,00;990,20;3 105,21
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2371350;66;M;FG;vivant;1,450;0,000;0,000;4,55;0,00;0,00;1,45;4,55;0,00;0,00
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2372829;66;M;FG;vivant;0,000;0,000;951,860;0,00;0,00;2 984,97;0,00;0,00;951,86;2 984,97
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2400564;66;M;FG;vivant;0,000;955,460;0,000;0,00;2 996,26;0,00;955,46;2 996,26;0,00;0,00
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2401734;66;M;FG;vivant;0,000;960,250;0,000;0,00;3 011,29;0,00;960,25;3 011,29;0,00;0,00
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2401736;66;M;FG;vivant;0,000;440,360;0,000;0,00;1 380,94;0,00;440,36;1 380,94;0,00;0,00
661A;332013160;FT-NATA IONAT HZE G652  L1920 GR 225;2401790;66;M;FG;vivant;0,000;619,770;0,000;0,00;1 943,56;0,00;619,77;1 943,56;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2350836;66;M;FG;vivant;0,000;0,000;80,080;0,00;0,00;384,96;0,00;0,00;80,08;384,96
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2356373;66;M;FG;vivant;0,000;0,000;95,720;0,00;0,00;460,15;0,00;0,00;95,72;460,15
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2356983;66;M;FG;vivant;88,080;0,000;0,000;423,42;0,00;0,00;88,08;423,42;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2376860;66;M;FG;vivant;0,000;0,000;132,550;0,00;0,00;637,20;0,00;0,00;132,55;637,20
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2398367;66;M;FG;vivant;332,150;0,000;0,000;1 596,72;0,00;0,00;332,15;1 596,72;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2398369;66;M;FG;vivant;417,810;0,000;0,000;2 008,51;0,00;0,00;417,81;2 008,51;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2399641;66;M;FG;vivant;148,940;0,000;0,000;715,99;0,00;0,00;148,94;715,99;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2399642;66;M;FG;vivant;902,930;0,000;0,000;4 340,59;0,00;0,00;902,93;4 340,59;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2399643;66;M;FG;vivant;938,870;0,000;0,000;4 513,36;0,00;0,00;938,87;4 513,36;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2400319;66;M;FG;vivant;918,280;0,000;0,000;4 414,38;0,00;0,00;918,28;4 414,38;0,00;0,00
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2400340;66;M;FG;vivant;0,000;0,000;933,500;0,00;0,00;4 487,55;0,00;0,00;933,50;4 487,55
661A;332013165;LAM NATA 1154.B.IONAT HZE REC 1900MM 2MM;2400492;66;M;FG;vivant;0,000;0,000;923,230;0,00;0,00;4 438,18;0,00;0,00;923,23;4 438,18
662A;332013184;TWY-PES FTF2X170/48NOI REC250T S FIF-TTG;1750489;66;KG;RM;vivant;326,000;0,000;0,000;1 080,16;0,00;0,00;326,00;1 080,16;0,00;0,00
661A;332013202;FT- STRITON  DESSIN  AG L1820;2214666;66;M;FG ;vivant;0,000;0,000;170,030;0,00;0,00;660,19;0,00;0,00;170,03;660,19
661A;332013202;FT- STRITON  DESSIN  AG L1820;2256475;66;M;FG ;vivant;274,660;0,000;0,000;1 066,44;0,00;0,00;274,66;1 066,44;0,00;0,00
661A;332013202;FT- STRITON  DESSIN  AG L1820;2314981;66;M;FG ;vivant;0,000;0,000;708,790;0,00;0,00;2 752,07;0,00;0,00;708,79;2 752,07
661A;332013202;FT- STRITON  DESSIN  AG L1820;2320722;66;M;FG ;vivant;0,000;0,000;296,170;0,00;0,00;1 149,96;0,00;0,00;296,17;1 149,96
661A;332013202;FT- STRITON  DESSIN  AG L1820;2324828;66;M;FG ;vivant;0,000;0,000;585,640;0,00;0,00;2 273,91;0,00;0,00;585,64;2 273,91
661A;332013207;FT- STRITON  DESSIN  AD L1820;2217117;66;M;FG;vivant;0,000;143,510;0,000;0,00;557,22;0,00;143,51;557,22;0,00;0,00
661A;332013207;FT- STRITON  DESSIN  AD L1820;2256510;66;M;FG;vivant;42,510;0,000;0,000;165,06;0,00;0,00;42,51;165,06;0,00;0,00
661A;332013207;FT- STRITON  DESSIN  AD L1820;2257106;66;M;FG;vivant;0,000;0,000;564,890;0,00;0,00;2 193,34;0,00;0,00;564,89;2 193,34
661A;332013207;FT- STRITON  DESSIN  AD L1820;2319354;66;M;FG;vivant;0,000;0,000;391,850;0,00;0,00;1 521,47;0,00;0,00;391,85;1 521,47
661A;332013207;FT- STRITON  DESSIN  AD L1820;2319926;66;M;FG;vivant;700,020;0,000;0,000;2 718,02;0,00;0,00;700,02;2 718,02;0,00;0,00
661A;332013207;FT- STRITON  DESSIN  AD L1820;2320698;66;M;FG;vivant;0,000;0,000;299,900;0,00;0,00;1 164,45;0,00;0,00;299,90;1 164,45
661A;332013207;FT- STRITON  DESSIN  AD L1820;2340107;66;M;FG;vivant;578,540;0,000;0,000;2 246,34;0,00;0,00;578,54;2 246,34;0,00;0,00
661A;332013221;FT- STRITON DESSIN  ARG L1620;2243877;66;M;FG;vivant;84,670;0,000;0,000;326,61;0,00;0,00;84,67;326,61;0,00;0,00
661A;332013221;FT- STRITON DESSIN  ARG L1620;2314525;66;M;FG;vivant;0,000;0,000;574,690;0,00;0,00;2 216,86;0,00;0,00;574,69;2 216,86
661A;332013221;FT- STRITON DESSIN  ARG L1620;2320723;66;M;FG;vivant;0,000;0,000;348,120;0,00;0,00;1 342,87;0,00;0,00;348,12;1 342,87
661A;332013221;FT- STRITON DESSIN  ARG L1620;2321291;66;M;FG;vivant;0,000;0,000;711,810;0,00;0,00;2 745,80;0,00;0,00;711,81;2 745,80
661A;332013221;FT- STRITON DESSIN  ARG L1620;2353495;66;M;FG;vivant;586,560;0,000;0,000;2 262,65;0,00;0,00;586,56;2 262,65;0,00;0,00
661A;332013226;FT- STRITON DESSIN  ARD L1620;2256101;66;M;FG;vivant;0,000;0,000;488,340;0,00;0,00;1 883,77;0,00;0,00;488,34;1 883,77
661A;332013226;FT- STRITON DESSIN  ARD L1620;2285702;66;M;FG;vivant;0,000;0,000;575,370;0,00;0,00;2 219,49;0,00;0,00;575,37;2 219,49
661A;332013226;FT- STRITON DESSIN  ARD L1620;2320699;66;M;FG;vivant;0,000;0,000;295,660;0,00;0,00;1 140,51;0,00;0,00;295,66;1 140,51
661A;332013226;FT- STRITON DESSIN  ARD L1620;2324151;66;M;FG;vivant;368,790;0,000;0,000;1 422,60;0,00;0,00;368,79;1 422,60;0,00;0,00
661A;332013226;FT- STRITON DESSIN  ARD L1620;2324361;66;M;FG;vivant;722,650;0,000;0,000;2 787,62;0,00;0,00;722,65;2 787,62;0,00;0,00
661A;332013226;FT- STRITON DESSIN  ARD L1620;2349243;66;M;FG;vivant;529,310;0,000;0,000;2 041,81;0,00;0,00;529,31;2 041,81;0,00;0,00
661A;332013226;FT- STRITON DESSIN  ARD L1620;2364052;66;M;FG;vivant;717,870;0,000;0,000;2 769,18;0,00;0,00;717,87;2 769,18;0,00;0,00
662A;332013240;TWY-PES FTF 1X175/48 TM NOIR 250TS FIFTY;1856761;66;KG;WIP ;vivant;701,000;0,000;0,000;932,23;0,00;0,00;701,00;932,23;0,00;0,00
662A;332013240;TWY-PES FTF 1X175/48 TM NOIR 250TS FIFTY;1881686;66;KG;WIP ;vivant;580,000;0,000;0,000;771,31;0,00;0,00;580,00;771,31;0,00;0,00
661A;332013264;LAM-Karoso-Verlauf soul-grau-1810 MM-4MM;2335187;66;M;FG ;vivant;0,000;0,000;30,800;0,00;0,00;209,48;0,00;0,00;30,80;209,48
661A;332013264;LAM-Karoso-Verlauf soul-grau-1810 MM-4MM;2364258;66;M;FG ;vivant;38,450;0,000;0,000;261,52;0,00;0,00;38,45;261,52;0,00;0,00
661A;332013264;LAM-Karoso-Verlauf soul-grau-1810 MM-4MM;2383120;66;M;FG ;vivant;0,000;0,000;24,740;0,00;0,00;168,27;0,00;0,00;24,74;168,27
661A;332013264;LAM-Karoso-Verlauf soul-grau-1810 MM-4MM;2394232;66;M;FG ;vivant;482,450;0,000;0,000;3 281,35;0,00;0,00;482,45;3 281,35;0,00;0,00
662A;332013301;TWY-PES FTF 3X167 TMR SLG 150TS ANT-TTG;1832080;66;KG;RM;vivant;1 072,700;0,000;0,000;4 961,11;0,00;0,00;1 072,70;4 961,11;0,00;0,00
662A;332013301;TWY-PES FTF 3X167 TMR SLG 150TS ANT-TTG;1843445;66;KG;RM;vivant;324,000;0,000;0,000;1 498,46;0,00;0,00;324,00;1 498,46;0,00;0,00
662A;332013301;TWY-PES FTF 3X167 TMR SLG 150TS ANT-TTG;1853195;66;KG;RM;vivant;321,000;0,000;0,000;1 484,59;0,00;0,00;321,00;1 484,59;0,00;0,00
662A;332013301;TWY-PES FTF 3X167 TMR SLG 150TS ANT-TTG;1877956;66;KG;RM;vivant;274,000;0,000;0,000;1 267,22;0,00;0,00;274,00;1 267,22;0,00;0,00
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2303117;66;M;FG;vivant;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2306204;66;M;FG;vivant;0,090;0,000;0,000;0,54;0,00;0,00;0,09;0,54;0,00;0,00
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2378053;66;M;FG;vivant;180,300;0,000;0,000;1 075,82;0,00;0,00;180,30;1 075,82;0,00;0,00
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2394839;66;M;FG;vivant;0,000;0,000;45,210;0,00;0,00;269,76;0,00;0,00;45,21;269,76
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2401486;66;M;FG;vivant;0,000;76,820;0,000;0,00;458,37;0,00;76,82;458,37;0,00;0,00
661A;332013306;LAM-IONATREPS2-2Mini Tableto 1900MM-10MM;2402528;66;M;FG;vivant;0,000;759,870;0,000;0,00;4 534,02;0,00;759,87;4 534,02;0,00;0,00
661D;332013443;WA-GASTON 2X177 P200 FIFTY NOIR C1;;66;M;WIP;vivant;49,488;0,000;0,000;63,60;0,00;0,00;49,49;63,60;0,00;0,00
661A;332013467;FT-CURITIBA TINY LIGHT GREY G627-1211;331233;66;M;FG;vivant;590,360;0,000;0,000;3 760,59;0,00;0,00;590,36;3 760,59;0,00;0,00
661A;332013467;FT-CURITIBA TINY LIGHT GREY G627-1211;333638;66;M;FG;vivant;636,480;0,000;0,000;4 054,38;0,00;0,00;636,48;4 054,38;0,00;0,00
661A;332013467;FT-CURITIBA TINY LIGHT GREY G627-1211;333641;66;M;FG;vivant;542,370;0,000;0,000;3 454,90;0,00;0,00;542,37;3 454,90;0,00;0,00
661A;332013467;FT-CURITIBA TINY LIGHT GREY G627-1211;337374;66;M;FG;vivant;609,150;0,000;0,000;3 880,29;0,00;0,00;609,15;3 880,29;0,00;0,00
661A;332013486;LAM CURITIBA .TYN G627 STD 1900MM 2MM;2330898;66;M;FG;vivant;1,170;0,000;0,000;9,74;0,00;0,00;1,17;9,74;0,00;0,00
661A;332013486;LAM CURITIBA .TYN G627 STD 1900MM 2MM;2363839;66;M;FG;vivant;0,000;0,000;151,080;0,00;0,00;1 258,27;0,00;0,00;151,08;1 258,27
661A;332013486;LAM CURITIBA .TYN G627 STD 1900MM 2MM;2394948;66;M;FG;vivant;206,680;0,000;0,000;1 721,33;0,00;0,00;206,68;1 721,33;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084020;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084021;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084022;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084023;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084024;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084025;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084026;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084027;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2618084028;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082007;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082008;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082009;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082010;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082011;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082012;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082013;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082014;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082015;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082016;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082017;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082018;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082019;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082020;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082021;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082022;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082023;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082024;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082025;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082026;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082027;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082028;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082029;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082030;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082032;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082034;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082035;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082036;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661A;332013504;MS AE28BF GT 1950*15,5MM TG;2620082037;66;M;RM;vivant;58,000;0,000;0,000;0,00;0,00;0,00;58,00;0,00;0,00;0,00
661E;332013528;MS AE28BF LD GT 2020*2,6TG;2423082012;66;M;RM;vivant;536,300;0,000;0,000;386,67;0,00;0,00;536,30;386,67;0,00;0,00
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084013;66;M;RM;vivant;531,900;0,000;0,000;383,50;0,00;0,00;531,90;383,50;0,00;0,00
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084014;66;M;RM;vivant;531,400;0,000;0,000;383,14;0,00;0,00;531,40;383,14;0,00;0,00
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084015;66;M;RM;vivant;532,900;0,000;0,000;384,22;0,00;0,00;532,90;384,22;0,00;0,00
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084016;66;M;RM;vivant;0,000;0,000;531,900;0,00;0,00;383,50;0,00;0,00;531,90;383,50
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084017;66;M;RM;vivant;0,000;0,000;532,000;0,00;0,00;383,57;0,00;0,00;532,00;383,57
662A;332013528;MS AE28BF LD GT 2020*2,6TG;2448084018;66;M;RM;vivant;523,700;0,000;0,000;377,59;0,00;0,00;523,70;377,59;0,00;0,00
661A;332013542;MS EL38VW ANT 1960*5,7 TG;2448071012;66;M;RM;Vivant;239,700;0,000;0,000;0,00;0,00;0,00;239,70;0,00;0,00;0,00
662A;332013608;YAR-PES FTF 3X167/34 TM NOIR 350 TES SPA;578700AN;66;KG;RM;vivant;190,000;0,000;0,000;1 620,70;0,00;0,00;190,00;1 620,70;0,00;0,00
662A;332013622;YAR-PES FTF 3X167/48 TM SD HRD Y7 TES SP;270993;66;KG;RM;vivant;774,000;0,000;0,000;5 092,92;0,00;0,00;774,00;5 092,92;0,00;0,00
661A;332013702;PLUS PAD 15MM 1900 MM;2286081;66;M;FG;vivant;8,000;0,000;0,000;41,70;0,00;0,00;8,00;41,70;0,00;0,00
661A;332013702;PLUS PAD 15MM 1900 MM;2346461;66;M;FG;vivant;1,430;0,000;0,000;7,45;0,00;0,00;1,43;7,45;0,00;0,00
661A;332013702;PLUS PAD 15MM 1900 MM;2399687;66;M;FG;vivant;0,000;0,000;60,450;0,00;0,00;315,08;0,00;0,00;60,45;315,08
661A;332013702;PLUS PAD 15MM 1900 MM;2400318;66;M;FG;vivant;325,990;0,000;0,000;1 699,13;0,00;0,00;325,99;1 699,13;0,00;0,00
661A;332013702;PLUS PAD 15MM 1900 MM;2401051;66;M;FG;vivant;323,820;0,000;0,000;1 687,82;0,00;0,00;323,82;1 687,82;0,00;0,00
661A;332013726;FT-FAUN 12 GATM CHIN HJB 295 GR172CM VRA;2293317;66;M;FG;vivant;0,000;0,000;500,850;0,00;0,00;1 132,36;0,00;0,00;500,85;1 132,36
661A;332013726;FT-FAUN 12 GATM CHIN HJB 295 GR172CM VRA;2392473;66;M;FG;vivant;0,000;1 333,560;0,000;0,00;3 015,01;0,00;1 333,56;3 015,01;0,00;0,00
661A;332013740;WA-PULSE 1X250TMR pissaP220X60 ANTEXC;2383777;66;M;WIP;vivant;850,000;0,000;0,000;1 374,41;0,00;0,00;850,00;1 374,41;0,00;0,00
661A;332013740;WA-PULSE 1X250TMR pissaP220X60 ANTEXC;2394491;66;M;WIP;vivant;3 350,000;0,000;0,000;5 416,79;0,00;0,00;3 350,00;5 416,79;0,00;0,00
661A;332013745;WT-TUN PULSE UNI 3007 P220 JAJET;240029593A;66;M;WIP;vivant;1 000,000;0,000;0,000;4 254,22;0,00;0,00;1 000,00;4 254,22;0,00;0,00
661E;332013745;WT-TUN PULSE UNI 3007 P220 JAJET;236226693A;66;M;WIP;vivant;550,000;0,000;0,000;2 339,82;0,00;0,00;550,00;2 339,82;0,00;0,00
661A;332013764;WT-TUN PULSE DEGRADE 3009 P220 JAJET;229387093E;66;M;WIP;vivant;500,000;0,000;0,000;2 127,11;0,00;0,00;500,00;2 127,11;0,00;0,00
661E;332013764;WT-TUN PULSE DEGRADE 3009 P220 JAJET;229387093E;66;M;WIP;vivant;500,000;0,000;0,000;2 127,11;0,00;0,00;500,00;2 127,11;0,00;0,00
661A;332013769;FT- PULSE UNI 3007   332 GR 1920 CM;2400344;66;M;FG;vivant;0,000;0,000;224,120;0,00;0,00;1 293,97;0,00;0,00;224,12;1 293,97
661A;332013769;FT- PULSE UNI 3007   332 GR 1920 CM;2400481;66;M;FG;vivant;0,000;0,000;459,080;0,00;0,00;2 650,52;0,00;0,00;459,08;2 650,52
661A;332013769;FT- PULSE UNI 3007   332 GR 1920 CM;2401801;66;M;FG;vivant;0,000;429,490;0,000;0,00;2 479,68;0,00;429,49;2 479,68;0,00;0,00
661A;332013788;LAM-PULSE UNI 1900MM 3MM;2399640;66;M;FG;vivant;35,880;0,000;0,000;295,94;0,00;0,00;35,88;295,94;0,00;0,00
