ALL;Material;Material Description;Batch;Plnt;BUn;Type ;Statut ;Unrestricted;In Quality Insp.;Blocked;Value Unrestricted;Value in QualInsp.;Value BlockedStock;Quantité Disponible ;Valeur Disponible ;Quantité Bloquée ;Valeur Bloquée
661A;332013801;LAM-PULSE DEGRADE 1900MM 4MM;2318257;66;M;FG;vivant;0,000;0,000;12,360;0,00;0,00;109,13;0,00;0,00;12,36;109,13
;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4P1538/4;66;KG;RM;vivant;28,400;0,000;0,000;66,68;0,00;0,00;28,40;66,68;0,00;0,00
661A;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4P1538/7;66;KG;RM;vivant;10 173,650;0,000;0,000;23 885,90;0,00;0,00;10 173,65;23 885,90;0,00;0,00
661D;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4P1538/5;66;KG;RM;vivant;245,000;0,000;0,000;575,22;0,00;0,00;245,00;575,22;0,00;0,00
662A;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4P1538/5;66;KG;RM;vivant;3 341,450;0,000;0,000;7 845,12;0,00;0,00;3 341,45;7 845,12;0,00;0,00
662A;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4P1538/7;66;KG;RM;vivant;2 346,260;0,000;0,000;5 508,60;0,00;0,00;2 346,26;5 508,60;0,00;0,00
662A;332013820;YAR-PES FTF3X150D/48TM NOIR APF RECYCLE;4S1939/3;66;KG;RM;vivant;12,000;0,000;0,000;28,17;0,00;0,00;12,00;28,17;0,00;0,00
661A;332013825;WT-TUN RIMINI MISTRAL P225 D 22 -RECYCLE;239556672B;66;M;WIP;vivant;300,000;0,000;0,000;554,16;0,00;0,00;300,00;554,16;0,00;0,00
661A;332013844;WA-RIMINI 3X150 TM NOIR P225 APF-RECYCLE;2395562;66;M;WIP ;Vivant ;3 970,000;0,000;0,000;2 198,90;0,00;0,00;3 970,00;2 198,90;0,00;0,00
661A;332013849;FT-RIMINI MISTRAL L195 - RECYCLE;2394469;66;M;FG ;vivant;1 787,630;0,000;0,000;4 439,85;0,00;0,00;1 787,63;4 439,85;0,00;0,00
661A;332013849;FT-RIMINI MISTRAL L195 - RECYCLE;2396886;66;M;FG ;vivant;1 530,170;0,000;0,000;3 800,41;0,00;0,00;1 530,17;3 800,41;0,00;0,00
661A;332013849;FT-RIMINI MISTRAL L195 - RECYCLE;2400298;66;M;FG ;vivant;1 772,140;0,000;0,000;4 401,38;0,00;0,00;1 772,14;4 401,38;0,00;0,00
662A;332013868;MS AE28BF LD GT 1960*2,7 TG;2315066012;66;M;RM;vivant;0,000;0,000;416,000;0,00;0,00;0,00;0,00;0,00;416,00;0,00
662A;332013887;TWY-PES FTF2X170 TM 1ECR/1BISON Poly SAF;R6349;66;KG;WIP;vivant;619,800;0,000;0,000;2 876,96;0,00;0,00;619,80;2 876,96;0,00;0,00
662A;332013924;TWY-PES FTF 2X168 FER ECR 100T S NOY TTG;1821976;66;KG;WIP;vivant;125,000;0,000;0,000;611,83;0,00;0,00;125,00;611,83;0,00;0,00
662A;332013924;TWY-PES FTF 2X168 FER ECR 100T S NOY TTG;1982379;66;KG;WIP;vivant;492,000;0,000;0,000;2 408,18;0,00;0,00;492,00;2 408,18;0,00;0,00
662A;332013943;TWY-PES FTF 2X170 FER ECR 350T S NOY;30640;66;KG;WIP;vivant;718,000;0,000;0,000;3 953,35;0,00;0,00;718,00;3 953,35;0,00;0,00
661A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2081063;66;KG;RM;vivant;87,000;0,000;0,000;484,41;0,00;0,00;87,00;484,41;0,00;0,00
661A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2173714;66;KG;RM;vivant;135,000;0,000;0,000;751,67;0,00;0,00;135,00;751,67;0,00;0,00
661A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2202225;66;KG;RM;vivant;15,000;0,000;0,000;83,52;0,00;0,00;15,00;83,52;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;1878918;66;KG;RM;vivant;25,000;0,000;0,000;139,20;0,00;0,00;25,00;139,20;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;1930653;66;KG;RM;vivant;110,000;0,000;0,000;612,47;0,00;0,00;110,00;612,47;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;1938867;66;KG;RM;vivant;30,000;0,000;0,000;167,04;0,00;0,00;30,00;167,04;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;1966129;66;KG;RM;vivant;35,000;0,000;0,000;194,88;0,00;0,00;35,00;194,88;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2046175;66;KG;RM;vivant;15,000;0,000;0,000;83,52;0,00;0,00;15,00;83,52;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2077303;66;KG;RM;vivant;34,000;0,000;0,000;189,31;0,00;0,00;34,00;189,31;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2095390;66;KG;RM;vivant;70,000;0,000;0,000;389,76;0,00;0,00;70,00;389,76;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2131815;66;KG;RM;vivant;55,000;0,000;0,000;306,24;0,00;0,00;55,00;306,24;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2152118;66;KG;RM;vivant;30,000;0,000;0,000;167,04;0,00;0,00;30,00;167,04;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2162496;66;KG;RM;vivant;40,000;0,000;0,000;222,72;0,00;0,00;40,00;222,72;0,00;0,00
662A;332013948;TWY-PES FTF 2X170 FER ECR 350T S NOY TTG;2209607;66;KG;RM;vivant;70,000;0,000;0,000;389,76;0,00;0,00;70,00;389,76;0,00;0,00
;332013986;YAR-PES FTF 2X168/48 FE ECRU FIFTY;SB53083;66;KG;RM;vivant;1,000;0,000;0,000;1,46;0,00;0,00;1,00;1,46;0,00;0,00
661A;332013986;YAR-PES FTF 2X168/48 FE ECRU FIFTY;SB53083;66;KG;RM;vivant;3 600,000;0,000;200,000;5 256,00;0,00;292,00;3 600,00;5 256,00;200,00;292,00
661D;332013986;YAR-PES FTF 2X168/48 FE ECRU FIFTY;SB53083;66;KG;RM;vivant;611,000;0,000;0,000;892,06;0,00;0,00;611,00;892,06;0,00;0,00
662A;332013986;YAR-PES FTF 2X168/48 FE ECRU FIFTY;SB53083;66;KG;RM;vivant;36,000;0,000;0,000;52,56;0,00;0,00;36,00;52,56;0,00;0,00
662A;332014117;TWS-PES FTF 500/100 -1ROUN SEMI 180 1996;339134;66;KG;RM;vivant;341,210;0,000;0,000;1 702,64;0,00;0,00;341,21;1 702,64;0,00;0,00
661A;332014155;YAR-PES FTF 3X167D/36 TM QS717INDORA1941;127431;66;KG;RM;vivant;276,500;0,000;0,000;1 548,40;0,00;0,00;276,50;1 548,40;0,00;0,00
662A;332014155;YAR-PES FTF 3X167D/36 TM QS717INDORA1941;127431;66;KG;RM;vivant;278,900;0,000;0,000;1 561,84;0,00;0,00;278,90;1 561,84;0,00;0,00
661A;332014174;YAR-PES FTF 3X167D/36 TM QS716INDORA1931;127665;66;KG;RM;vivant;281,800;0,000;0,000;1 535,81;0,00;0,00;281,80;1 535,81;0,00;0,00
662A;332014174;YAR-PES FTF 3X167D/36 TM QS716INDORA1931;127408;66;KG;RM;vivant;280,000;0,000;0,000;1 526,00;0,00;0,00;280,00;1 526,00;0,00;0,00
661A;332014179;YAR-PES FTF 3X167D/36 TM QS715INDORA1921;127630;66;KG;RM;vivant;253,000;0,000;0,000;1 396,56;0,00;0,00;253,00;1 396,56;0,00;0,00
662A;332014179;YAR-PES FTF 3X167D/36 TM QS715INDORA1921;127042;66;KG;RM;vivant;18,000;0,000;0,000;99,36;0,00;0,00;18,00;99,36;0,00;0,00
661A;332014193;YAR-PES FTF 3X167D/36 TM QS718INDORA1951;127631;66;KG;RM;vivant;550,500;0,000;0,000;2 972,70;0,00;0,00;550,50;2 972,70;0,00;0,00
661D;332014193;YAR-PES FTF 3X167D/36 TM QS718INDORA1951;127631;66;KG;RM;vivant;274,400;0,000;0,000;1 481,76;0,00;0,00;274,40;1 481,76;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;229792092A;66;M;WIP;vivant;1 048,000;0,000;0,000;3 677,20;0,00;0,00;1 048,00;3 677,20;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;229979092A;66;M;WIP;vivant;500,000;0,000;0,000;1 754,39;0,00;0,00;500,00;1 754,39;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;230351392A;66;M;WIP;vivant;164,000;0,000;0,000;575,44;0,00;0,00;164,00;575,44;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;233871992A;66;M;WIP;vivant;500,000;0,000;0,000;1 754,39;0,00;0,00;500,00;1 754,39;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;236069892B;66;M;WIP;vivant;435,000;0,000;0,000;1 526,32;0,00;0,00;435,00;1 526,32;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;236615492B;66;M;WIP;vivant;344,000;0,000;0,000;1 207,02;0,00;0,00;344,00;1 207,02;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;237183192B;66;M;WIP;vivant;338,000;0,000;0,000;1 185,97;0,00;0,00;338,00;1 185,97;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;237977192B;66;M;WIP;vivant;203,000;0,000;0,000;712,28;0,00;0,00;203,00;712,28;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;238307492B;66;M;WIP;vivant;500,000;0,000;0,000;1 754,39;0,00;0,00;500,00;1 754,39;0,00;0,00
661A;332014211;WT-TUN KAROSO VERLAUF P195 JACQ;239055592B;66;M;WIP;vivant;375,000;0,000;0,000;1 315,79;0,00;0,00;375,00;1 315,79;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2348499;66;M;FG;vivant;0,000;0,000;468,940;0,00;0,00;1 994,57;0,00;0,00;468,94;1 994,57
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2348911;66;M;FG;vivant;0,000;0,000;470,500;0,00;0,00;2 001,21;0,00;0,00;470,50;2 001,21
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2354988;66;M;FG;vivant;0,000;0,000;574,960;0,00;0,00;2 445,51;0,00;0,00;574,96;2 445,51
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2367126;66;M;FG;vivant;0,000;0,000;454,330;0,00;0,00;1 932,43;0,00;0,00;454,33;1 932,43
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2369917;66;M;FG;vivant;0,000;0,000;457,180;0,00;0,00;1 944,55;0,00;0,00;457,18;1 944,55
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2382585;66;M;FG;vivant;0,000;1 007,840;0,000;0,00;4 286,71;0,00;1 007,84;4 286,71;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2382730;66;M;FG;vivant;454,180;0,000;0,000;1 931,79;0,00;0,00;454,18;1 931,79;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2383766;66;M;FG;vivant;445,210;0,000;0,000;1 893,64;0,00;0,00;445,21;1 893,64;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2388501;66;M;FG;vivant;457,290;0,000;0,000;1 945,02;0,00;0,00;457,29;1 945,02;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395092;66;M;FG;vivant;452,240;0,000;0,000;1 923,54;0,00;0,00;452,24;1 923,54;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395093;66;M;FG;vivant;456,670;0,000;0,000;1 942,38;0,00;0,00;456,67;1 942,38;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395471;66;M;FG;vivant;450,960;0,000;0,000;1 918,09;0,00;0,00;450,96;1 918,09;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395529;66;M;FG;vivant;456,520;0,000;0,000;1 941,74;0,00;0,00;456,52;1 941,74;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395556;66;M;FG;vivant;454,980;0,000;0,000;1 935,19;0,00;0,00;454,98;1 935,19;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2395557;66;M;FG;vivant;315,330;0,000;0,000;1 341,21;0,00;0,00;315,33;1 341,21;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2396733;66;M;FG;vivant;0,000;458,520;0,000;0,00;1 950,25;0,00;458,52;1 950,25;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2396734;66;M;FG;vivant;0,000;115,080;0,000;0,00;489,48;0,00;115,08;489,48;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2400590;66;M;FG;vivant;0,000;449,020;0,000;0,00;1 909,84;0,00;449,02;1 909,84;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2400591;66;M;FG;vivant;0,000;410,780;0,000;0,00;1 747,19;0,00;410,78;1 747,19;0,00;0,00
661A;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2401096;66;M;FG;vivant;0,000;342,570;0,000;0,00;1 457,07;0,00;342,57;1 457,07;0,00;0,00
661E;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2325251;66;M;FG;vivant;0,000;0,000;92,060;0,00;0,00;391,56;0,00;0,00;92,06;391,56
661E;332014216;FT-KAROSO VERLAUF SOUL GRAW 318GR 181CM;2377806;66;M;FG;vivant;130,220;0,000;0,000;553,87;0,00;0,00;130,22;553,87;0,00;0,00
661A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2303349;66;KG;WIP;vivant;145,000;0,000;0,000;634,15;0,00;0,00;145,00;634,15;0,00;0,00
661A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2323016;66;KG;WIP;vivant;140,000;0,000;0,000;612,29;0,00;0,00;140,00;612,29;0,00;0,00
661A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2341255;66;KG;WIP;vivant;55,000;0,000;0,000;240,54;0,00;0,00;55,00;240,54;0,00;0,00
661C;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2332851;66;KG;WIP;vivant;30,000;0,000;0,000;131,20;0,00;0,00;30,00;131,20;0,00;0,00
661C;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2368919;66;KG;WIP;vivant;63,000;0,000;0,000;275,53;0,00;0,00;63,00;275,53;0,00;0,00
661C;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2372692;66;KG;WIP;vivant;120,000;0,000;0,000;524,82;0,00;0,00;120,00;524,82;0,00;0,00
661C;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2383418;66;KG;WIP;vivant;19,000;0,000;0,000;83,10;0,00;0,00;19,00;83,10;0,00;0,00
661C;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2395143;66;KG;WIP;vivant;42,162;0,000;0,000;184,39;0,00;0,00;42,16;184,39;0,00;0,00
662A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2231174;66;KG;WIP;vivant;60,000;0,000;0,000;262,41;0,00;0,00;60,00;262,41;0,00;0,00
662A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2312504;66;KG;WIP;vivant;140,000;0,000;0,000;612,29;0,00;0,00;140,00;612,29;0,00;0,00
662A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2320403;66;KG;WIP;vivant;212,000;0,000;0,000;927,18;0,00;0,00;212,00;927,18;0,00;0,00
662A;332014278;TWY-PES FTF1X320 TMR CHINE FON 100TS TTG;2340412;66;KG;WIP;vivant;100,000;0,000;0,000;437,35;0,00;0,00;100,00;437,35;0,00;0,00
;332014310;YAR-PES FTF 3X177/48 FE ECRU RECYCLE APF;4P1490;66;KG;RM;vivant;177,800;0,000;0,000;394,25;0,00;0,00;177,80;394,25;0,00;0,00
661C;332014310;YAR-PES FTF 3X177/48 FE ECRU RECYCLE APF;4P1490/5;66;KG;RM;vivant;980,000;0,000;0,000;2 173,04;0,00;0,00;980,00;2 173,04;0,00;0,00
662A;332014310;YAR-PES FTF 3X177/48 FE ECRU RECYCLE APF;4P1490;66;KG;RM;vivant;776,000;0,000;0,000;1 720,70;0,00;0,00;776,00;1 720,70;0,00;0,00
662A;332014310;YAR-PES FTF 3X177/48 FE ECRU RECYCLE APF;4P1490/5;66;KG;RM;vivant;7 564,770;0,000;0,000;16 774,07;0,00;0,00;7 564,77;16 774,07;0,00;0,00
661A;332014315;WA-MELLOW 1 X 320 CHINE P231X26 HYS;2319573;66;M;WIP;vivant;3 517,000;0,000;0,000;3 671,05;0,00;0,00;3 517,00;3 671,05;0,00;0,00
661A;332014315;WA-MELLOW 1 X 320 CHINE P231X26 HYS;2394519;66;M;WIP;vivant;1 970,000;0,000;0,000;2 056,29;0,00;0,00;1 970,00;2 056,29;0,00;0,00
661A;332014315;WA-MELLOW 1 X 320 CHINE P231X26 HYS;2400031;66;M;WIP;vivant;3 000,000;0,000;0,000;3 131,40;0,00;0,00;3 000,00;3 131,40;0,00;0,00
661A;332014315;WA-MELLOW 1 X 320 CHINE P231X26 HYS;2400599;66;M;WIP;vivant;1 950,000;0,000;0,000;2 035,41;0,00;0,00;1 950,00;2 035,41;0,00;0,00
661D;332014315;WA-MELLOW 1 X 320 CHINE P231X26 HYS;2388174;66;M;WIP;vivant;224,000;0,000;0,000;233,81;0,00;0,00;224,00;233,81;0,00;0,00
661A;332014358;TWY-PES FTF 3X177  ECRU RECY 150TS-TTG;2225488;66;KG;WIP;vivant;291,000;0,000;0,000;834,45;0,00;0,00;291,00;834,45;0,00;0,00
661A;332014391;FT-CURITIBA UP BITON BLAN NEUTRE 275 192;2313966;66;M;FG;vivant;454,730;0,000;0,000;417,70;0,00;0,00;454,73;417,70;0,00;0,00
661A;332014419;LAM BRASILIA MISTRAL 1900MM 2MM;2053270;66;M;FG;vivant;62,830;0,000;0,000;232,38;0,00;0,00;62,83;232,38;0,00;0,00
662A;332014438;TWY-PES FTF3X167 AQUA MET REC 150TS ANTE;315470;66;KG;RM;vivant;22,000;0,000;0,000;143,66;0,00;0,00;22,00;143,66;0,00;0,00
662A;332014438;TWY-PES FTF3X167 AQUA MET REC 150TS ANTE;332800;66;KG;RM;vivant;113,000;0,000;0,000;737,89;0,00;0,00;113,00;737,89;0,00;0,00
662A;332014438;TWY-PES FTF3X167 AQUA MET REC 150TS ANTE;339958;66;KG;RM;vivant;1 010,080;0,000;0,000;6 595,81;0,00;0,00;1 010,08;6 595,81;0,00;0,00
662A;332014438;TWY-PES FTF3X167 AQUA MET REC 150TS ANTE;341230;66;KG;RM;vivant;2 410,740;0,000;0,000;15 742,11;0,00;0,00;2 410,74;15 742,11;0,00;0,00
661A;332014457;FT-CURIT UP BLEU TASMANI REC 275G-1920;2232411;66;M;FG;vivant;510,170;0,000;0,000;1 839,85;0,00;0,00;510,17;1 839,85;0,00;0,00
662A;332014490;TEP PU SATIN BOLERO HFC - Criollo;389107;66;M;RM;vivant;404,200;0,000;0,000;12 651,46;0,00;0,00;404,20;12 651,46;0,00;0,00
662A;332014518;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS SAf;321317;66;KG;RM;vivant;1 702,000;0,000;0,000;10 431,83;0,00;0,00;1 702,00;10 431,83;0,00;0,00
661E;332014556;MS EL38VW 1860*2,7 TG;2430096001;66;M;RM;vivant;381,000;0,000;0,000;350,14;0,00;0,00;381,00;350,14;0,00;0,00
662A;332014556;MS EL38VW 1860*2,7 TG;2415057005;66;M;RM;vivant;0,000;0,000;473,000;0,00;0,00;434,69;0,00;0,00;473,00;434,69
662A;332014556;MS EL38VW 1860*2,7 TG;2430091002;66;M;RM;vivant;0,000;0,000;472,000;0,00;0,00;0,00;0,00;0,00;472,00;0,00
662A;332014556;MS EL38VW 1860*2,7 TG;2430091004;66;M;RM;vivant;459,000;0,000;0,000;0,00;0,00;0,00;459,00;0,00;0,00;0,00
662A;332014570;YAR-PES FTF 2X16748 FE ECRU Polyfil;R7183;66;KG;RM;vivant;1 574,700;0,000;0,000;4 172,96;0,00;0,00;1 574,70;4 172,96;0,00;0,00
661A;332014617;PAK-TUBE 150x155x2000;332014617;66;ST;RM;vivant;549,000;0,000;0,000;2 680,04;0,00;0,00;549,00;2 680,04;0,00;0,00
661A;332014631;LAM-CLIP SOUL 1MM VW216;2310259;66;M;FG;vivant;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00
661A;332014631;LAM-CLIP SOUL 1MM VW216;2341027;66;M;FG;vivant;0,000;0,000;29,890;0,00;0,00;120,59;0,00;0,00;29,89;120,59
661A;332014631;LAM-CLIP SOUL 1MM VW216;2346207;66;M;FG;vivant;8,050;0,000;0,000;32,48;0,00;0,00;8,05;32,48;0,00;0,00
661A;332014631;LAM-CLIP SOUL 1MM VW216;2360155;66;M;FG;vivant;0,000;0,000;96,420;0,00;0,00;389,01;0,00;0,00;96,42;389,01
661A;332014631;LAM-CLIP SOUL 1MM VW216;2380836;66;M;FG;vivant;643,230;0,000;0,000;2 595,14;0,00;0,00;643,23;2 595,14;0,00;0,00
661A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2118854;66;KG;WIP;vivant;15,000;0,000;0,000;82,77;0,00;0,00;15,00;82,77;0,00;0,00
661A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2168469;66;KG;WIP;vivant;15,000;0,000;0,000;82,77;0,00;0,00;15,00;82,77;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;1896292;66;KG;WIP;vivant;206,112;0,000;0,000;1 137,28;0,00;0,00;206,11;1 137,28;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2106395;66;KG;WIP;vivant;130,000;0,000;0,000;717,31;0,00;0,00;130,00;717,31;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2118854;66;KG;WIP;vivant;246,000;0,000;0,000;1 357,37;0,00;0,00;246,00;1 357,37;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2171808;66;KG;WIP;vivant;115,000;0,000;0,000;634,54;0,00;0,00;115,00;634,54;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2180720;66;KG;WIP;vivant;50,000;0,000;0,000;275,89;0,00;0,00;50,00;275,89;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2186503;66;KG;WIP;vivant;25,000;0,000;0,000;137,94;0,00;0,00;25,00;137,94;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2188493;66;KG;WIP;vivant;50,000;0,000;0,000;275,89;0,00;0,00;50,00;275,89;0,00;0,00
662A;332014650;TWY-PES FTF 2X170/48TM 1NO/1BI 100TS TTG;2196039;66;KG;WIP;vivant;60,000;0,000;0,000;331,07;0,00;0,00;60,00;331,07;0,00;0,00
661A;332014716;TWY-PES FTF 3X177 FER ECRU 150T S NOY;2235211;66;KG;WIP;vivant;148,000;0,000;0,000;724,38;0,00;0,00;148,00;724,38;0,00;0,00
662A;332014716;TWY-PES FTF 3X177 FER ECRU 150T S NOY;2235211;66;KG;WIP;vivant;288,000;0,000;0,000;1 409,59;0,00;0,00;288,00;1 409,59;0,00;0,00
661C;332014759;TWY-PES FTF1X340/96 BIS/ECRU 100/SVAPTTG;2381116;66;KG;WIP;vivant;370,000;0,000;0,000;2 543,58;0,00;0,00;370,00;2 543,58;0,00;0,00
662A;332014759;TWY-PES FTF1X340/96 BIS/ECRU 100/SVAPTTG;2073196;66;KG;WIP;vivant;100,000;0,000;0,000;687,45;0,00;0,00;100,00;687,45;0,00;0,00
662A;332014759;TWY-PES FTF1X340/96 BIS/ECRU 100/SVAPTTG;2080827;66;KG;WIP;vivant;22,600;0,000;0,000;155,36;0,00;0,00;22,60;155,36;0,00;0,00
661A;332014810;LAM NATA G652 Tramontane HZE 1,6MM190CM;2330815;66;M;FG;vivant;1,000;0,000;0,000;4,68;0,00;0,00;1,00;4,68;0,00;0,00
661A;332014810;LAM NATA G652 Tramontane HZE 1,6MM190CM;2365061;66;M;FG;vivant;9,060;0,000;0,000;42,42;0,00;0,00;9,06;42,42;0,00;0,00
662A;332014834;TWY-PES FTF 2X168 FER ECR 100T S FIFTY;1924039;66;KG;WIP;vivant;152,500;0,000;0,000;301,98;0,00;0,00;152,50;301,98;0,00;0,00
661A;332014858;MS AE28BF GT 2040*2.0 TTG;2540084002;66;M;RM;Vivant;111,300;0,000;0,000;67,89;0,00;0,00;111,30;67,89;0,00;0,00
661A;332014858;MS AE28BF GT 2040*2.0 TTG;2609082018;66;M;RM;Vivant;658,000;0,000;0,000;0,00;0,00;0,00;658,00;0,00;0,00;0,00
661E;332014858;MS AE28BF GT 2040*2.0 TTG;2505088012;66;M;RM;Vivant;11,200;0,000;0,000;6,83;0,00;0,00;11,20;6,83;0,00;0,00
661E;332014858;MS AE28BF GT 2040*2.0 TTG;2546079003;66;M;RM;Vivant;309,600;0,000;0,000;188,86;0,00;0,00;309,60;188,86;0,00;0,00
661E;332014858;MS AE28BF GT 2040*2.0 TTG;2609082017;66;M;RM;Vivant;139,700;0,000;0,000;85,22;0,00;0,00;139,70;85,22;0,00;0,00
662A;332014858;MS AE28BF GT 2040*2.0 TTG;2609082019;66;M;RM;Vivant;658,400;0,000;0,000;0,00;0,00;0,00;658,40;0,00;0,00;0,00
661A;332014872;LAM - PALMA Hyperblack D38 L1920 MM;2224595;66;M;FG;vivant;109,800;0,000;0,000;549,16;0,00;0,00;109,80;549,16;0,00;0,00
662A;332014891;TWY-PES FTF 2X170 FER ECR 350T S FIFTY;SB53083;66;KG;WIP;vivant;220,500;0,000;0,000;571,44;0,00;0,00;220,50;571,44;0,00;0,00
661A;332014914;TWY-PES FTF 2X170 FER ECR 350T S FIF TTG;2313365;66;KG;WIP ;vivant;131,000;0,000;0,000;420,71;0,00;0,00;131,00;420,71;0,00;0,00
661C;332014914;TWY-PES FTF 2X170 FER ECR 350T S FIF TTG;2356525;66;KG;WIP ;vivant;211,000;0,000;0,000;677,63;0,00;0,00;211,00;677,63;0,00;0,00
661C;332014914;TWY-PES FTF 2X170 FER ECR 350T S FIF TTG;2374043;66;KG;WIP ;vivant;197,000;0,000;0,000;632,67;0,00;0,00;197,00;632,67;0,00;0,00
